Arabic_text,ar:manual_sentiment,ar:manual_confidence
السحب الليلة على الايفون .. رتويت للمرفقة وطبق الشروط 👇,Positive,
اللهم اغفر لامي وابي وارحمهم ووسع مدخلهم واجعل الجنة دار لهم وجميع اموات المسلمين برحمتك يارب 🌹,Positive,
"#الاتحاد_النصر #الهلال_الاهلي قراءتي للمشهد :🔴 في حال فوز النصر غدا سيبدأ الهلال بتجهيز المذكرة تمهيدا لرفعها ل…",Positive,
#عبدالفتاح الإخونج، كيف الحال؟ 😂,Positive,
صباحكم جميل كجمال رائحة المطر 🌹,Positive,
ساندوتش اللبنة الي ماسكتها بيدي,Positive,
"عن اليقين في : ""اللهم إن في تدبيرك ما يغني عن الحيل"" ❤",Positive,
مآ من لسآن يستغفر آلآ فتحت له آلدنيآ بمآ فيهآ 💚 أستغفرالله العظيم وأتوب إليه أستغفرالله العظيم وأتوب إليه أست…,Positive,
ماابي احلف انك مو عتيبيه. 👌,Positive,
خارج النص | - فرحة مشجع عماني في نهائي كأس جلالة السلطان قابوس 😂,Positive,
صح لسانك 👍,Positive,
اللهم يا شافي يا معافي انزل عافيتك و شفاؤك على قلب امي و جسدها ❤ #ساعه_استجابه,Positive,
امين يا رب 🙏,Positive,
الحمدلله 💜,Positive,
هذا انا اقول لكم القادم يسركم ما رجعنا علشان نكنز الفلوس 😊 فداكم وكلي فداكم ❤️,Positive,
ما قصرتي 😊,Positive,
"#تأمل قال الله ﷻ :- _*​﴿بواد غير ذي زرع ﴾*_ 💫💫 ✍ "" ~ومع ذلك هتف بالدعاء ﴿وارزقهم من الثمرات ﴾ مهماكانت ظرو…",Positive,
"استقبل أهالي القلمون الاوفياء الرئيس الحريري بنثر الورود وماء الزهر 💙",Positive,
صباحك ورد جوري 🌹,Positive,
مافهمتكش بس مش حاسك سالك 😂,Positive,
تاي يصيح بالزاويه 😭😭,Positive,
"يوم كان غوميز يهايط على الشاب الصغير عبدالباسط كان الوضع فله ويركبون عليه مقاطع ويوم جاء ابو عمر وهجد غوميز صاحوا ع…",Positive,
اولا أسمه الأمير محمد بن سلمان هذا وأنت صحفي ماتعرف والا تكتب 😂 ثانيا.. خلك بديرتك الله يحفظها ومالك خص فينا ش…,Positive,
سهل تكون نجم لكن صعب تكون حسين 💚,Positive,
لا مش بشع طبعا كان حلو مش وحش بس الفقرات الترفيهية دي قفلتني بصراحة 😂,Positive,
"مو كل "" بالغلط "" صحيحه أحيانا بداية حوار بشكل غير مباشر :) #بداية_حوار_مقترحه",Positive,
المكافح هو اللي يداوم بهالجو 🙂,Positive,
أنا تراني كل ما أشوفك أرتاح الله يرحم والدينك أبشوفك :),Positive,
بشو ممكن تصنيف هالكتابة خصوصا.. تنساب بالمجاري ولا بركة ع الرصيف 😮 صباح النور 🌻,Positive,
تهكيرج من النوم الواطي 😂,Positive,
نقصد بالوهابية و اساس الجماعات التكفيرية و القاعدة و المشاكل في المنطقة العربية هي مذهب ابن تيمية و محمد بن عبدال…,Positive,
"فينا اجدع فقير وانقي الاغنياء 💞 جمهور الاهلى غير ✊✊💪💪 #قدها__يا__اهلي",Positive,
راح نسوي سحب على حبتين ريتويت لتدخل السحب 👍,Positive,
#النصر_الاتحاد معليش يا العميد ان تعمقت جراحك لاننا بإذن لله عليك منتصرين ✌,Positive,
فعلآ 🍂 🌹,Positive,
هه وين الروح الرياضية 😂,Positive,
بحبك وما إلي دخل 😌,Positive,
"#وش_يقول_الليل تسألني عن حالي ؟! سأخبرك "" أصبح زفيري الألم و شهيقي الوجع "" جبالا على صدري و أثقالا فوق كاهلي ..…",Negative,
🎥 وضعنا غدا 😩 .. #الاتحاد #الشاهينو,Negative,
بونجورنو شعب الله المختار 🌚,Negative,
مخرج مباراة الهلال والاهلي حجب هذا المشهد عن الجماهير ولم نشاهدة ، هذا وقرارات الحكم معهم لكن يستاهلون 👎,Negative,
أما خشبه 😓,Negative,
/4/12 - الاتحاد يتوج بطلا للدوري. /4/12 - الاتحاد مهدد بالهبوط. رأيت الدهر مختلفا يدور .. فلا حزنا يدو…,Negative,
اوف فهمتها بعد الترجمة كيف تجرؤ؟ 😔,Negative,
ال مايشوف أمه بصباحه هوه والميت سوا 💔,Negative,
📌 فيفا تركت الاتحادات والبطولات القارية وتركت القضايا الدولية وتركت مشكلة تنظيم كأس العالم وتنظيم كأس العالم للأندي…,Negative,
تحذيير 🆘 البحصل من هجوم ونكران لتجمع المهنيين بينبئ بمستقبل اسود من السواد بنبئ بحكم عسكري قاهر اكثر شده من…,Negative,
مقبوله منك 💔,Negative,
الى متى التعامل السئ للخادمات وعدم احترامهم وكأنهم حشرات والله هالمواقف تصير بيننا ونشوفها المربية جات من بيتها مع…,Negative,
بدينا ف العد التناازلي 💔,Negative,
كل فتره بحلم إن ماما ماتت وبصحى وانا بعيط وقلبي واجعني، وبيوجعني اكتر لما الاقيها ميته فعلا في الحقيقة 💔,Negative,
#امطار_الشرقيه امس ب المطر كنت راجع البيت والشوارع غرقانه مطر وماكنت اسرع وفيه واحد فاتح الشباك وانا مار وكانت س…,Negative,
#CHEN1stWin #EXO #SEHUN #SUHO #XIUMIN #Lay #kai #CHEN #BAEKHYUN #BBMAs #EXOxBBMA #엑소 #CHANYEOL…,Negative,
"الأجواء الآن علينا في شمال الرياض🌧🌧 صوت الرعد مره 😢",Negative,
هذا صوت رحمته.. فكيف بصوت عذابه 💔,Negative,
كلاكيت تالت مرة اعيط 😭,Negative,
أصبحت سلوكيات من ضيع ثقافته ليحاول ان يكون ندا لثقافتنا عن طريق الترويج لثقافات اخرى معروفه ومعلومة للكل ، استوقفت…,Negative,
"ترا سكن لاء 💔",Negative,
كلامك ماليو داعي .. المغتربين شاركوا في الثورة دي أكثر مننا بيتابعوا الايفات والفيديوهات .. خلوا اشغالهم .. دفعوا م…,Negative,
هاخد سكرين شوت للكلام ينفعنا في بعض الخناقات 🙈 مظبطاك اهوه 😅,Negative,
#تسكر لي عيونه #وعيونه الليله #تجاوبني قبل #اشوفه واسأل #يا اطهر ذنب #احبه ذنب #وادعيله لنفس #احيان ما تتقارن ب…,Negative,
سينتقم منها و القبلة اولها #Yemin 😱,Negative,
❥❥ ┊┊⇣ ┊⇣ ⇣ منهو يقول إن الأوادم تشابه؟؟ لا والذي سواك ، ، كذاب كذاب بعض البشر يغيب م…,Negative,
ويازين اللي بقلبي 😔,Negative,
افا هذي اخرتها نردد نشيد #الاتحاد ؟ طول عمرنا نهايط ونقول #الهلال مايهمه أحد وفوق الجميع والحين ندور الفزعة من فريق…,Negative,
محتاجين تدبيس معده😃,Negative,
شمعنى 🤔,Negative,
لي وليف سم حالي وانا عنه انتحيت حالف أن عيني على غيرهم ما لدها في وداعه يوم قفا تهيضت وبكيت يوم نفسي جنبوها من اللي ودها :(,Negative,
لو سمحتو ازا ممكن ما فيها غلبة يعني سنسنال فضة فلسطين 💔,Negative,
"سؤال ملقوف معليش انتي اسراء صاحبة سماهر حدادي اللي تقولك ياريت ما رديت على ايميلك ؟ 🙈",Negative,
ياربي ليش الكوكيز مايضبط معي كذا 😭,Negative,
كان علينا من البداية أن ننتبه لخطواتنا جيدا، ونحذر من التفاتة الفضول ،ومن القفزة الأولى للقلب. #ينابيع_ألفرح 💔,Negative,
اللهم اضرب الظالمين بالظالمين واخرجنا من بينهم سالمين😂✌🏻 اللهم إنا نسألك تأجيل الامتحانات واحتساب من كثفوو الد…,Negative,
طراقق !! 😒 حركتي هذيي,Negative,
يا اخوانا و الله لسة مطالبنا ما أتحقق منها غير مطلب واحد .. عليكم الله الناس ما تتخاذل 💔,Negative,
إذا اجتمع في الإنسان تمام الضعف مع تمام التوكل على الله ،كانت دعوته أصوب والله منه أقرب قال الله تعالى {أمن يج…,Negative,
صباح الخير ✋,Negative,
من من ✋,Negative,
يارب بعدد قطرات المطر ارحم واغفر لمن عجزت عقولنا عن استيعاب رحيلهم 💔 #صهيب_العواد #حاتم_البريدي,Negative,
". ••✿•• خلف القضبان, و تحت الطوامير المظلمة, صوت يشبه صوت علي يردد: (رب ا…",Negative,
اول اختبار في هذا الترم بطعم الفقد 😣,Negative,
الحديث الذي يصر أحدهم علي إنتزاعه منك رغم إظهارك الرغبة في عدم البوح الاسئلة التي تهرب من إجابتها االعيون الفضولية…,Negative,
طول ما انت أقرع ما حد بيقدر يمس شعرة منك ! 😏,Negative,
"#اخدود_الفيض٢ فيه شخص رسل رسالة واتسب في جروب الجيران ينبه الناس بعدم نسيان #صلاة_الاستسقاء رد عليه شخص : قال انت…",Negative,
أنا لا أهجر أحدا لكنني لا أمسك يد من لا يريدني .. 🥀 #غسان_كنفاني,Negative,
الله يرحم بابا يارب و الله اشتقت له 😔 #المقدم_عبدالرزاق_الملحم #مطر #ساعة_إجابة,Negative,
ستايله حلوو 😭,Negative,
"#الاهلي_الهلال اكتب توقعك لنتيجة لقاء الهلال والاهلي تحت التاق 👇 #تحدي_اسرع_روقان وادخل في سحب قيمة ايفون X على…",Negative,
بس أنا ما تأكدت أن الحب ممكن يحلي فعلا من شيرين.. أنا تأكدت من رينا :(,Negative,
فخوورةة افف قوتكم :(,Negative,
📌 التعلم ثم التعليم 👌,Negative,
الله يعوضني خير 💔,Negative,
دم الشهيد م يروح هدر 😣 #لم_تسقط_بعد #اعتصام_القياده_العامه,Negative,
"الاسم اميرة ملكة عاشقة مرهفة الاحساس والشعور والألم والحزن .. لم يبقى شيء سؤال تويتر طلب اسم مستعار ام قصة حياتك 🤔",Negative,
راح يٲدي الواجب😬 احنا العرب معروفين بنصرت الضعيف 😬,Negative,
هو أحد ثمار هذه القصيدة لأنه لا يعرف الشعر ولا يفهمه 😊,Positive,
الله يزيدك ويبارك في رزقك 🌸 وانت من اهل الخير,Positive,
رحم الله من غاب عن الدنيا ولم تغب سيرته الطيبة بين الناس. اللهم اسكنه فسيح الجنان 🌸 #الشيخ_زايد_بن_سلطان…,Positive,
نحنسه يعني ! 🤔,Negative,
"#مسلسل_ودك_يتكرر_برمضان #امطار_الشرقيه 🚫 لا تؤجل قرارك بتخفيض وزنك 🔥💪⚡ السمنة منظر غير جميل😔 🔥💪⚡ السمنة…",Negative,
احمد الله انو راضي يتصور معك اصلا 😂,Positive,
صباح الخير 🌹,Positive,
"ﻻ تفكر كثيرا في ﻛﻴﻔﻴﺔ ""ﺍﻟﻔﺮﺝ"" ؛ ﻓﺈﻥ اﻟﻠﻪ ﺇﺫﺍ ﺃﺭﺍﺩ ﺷﻴﺌﺎ ﻫﻴﺄ له ﺃﺳﺒﺎﺑﻪ ﺑﺸﻜﻞ ﻻ ﻳﺨﻄﺮ ﻋﻠﻰ البال ، قال سبحانه وتعالى :…",Positive,
ربع ساعة 😊 #BLACKPINKxCoachella_D1,Positive,
بمناسبة فوز الهلال .. 💙 سحب على آيفون XR📱 رتويت وتابع - السحب بعد ساعة موثق بالفديو 💪,Positive,
⛅إشツراقة الصب🌞اح 🌙22يوما إلى رمضان 🍃 السبت🍃 شعبان /8/7ه أبري…,Positive,
اللهم أنعم علينا برضاك وعافيتك بقلب مطمئن وبفرح دائم يالله ⁧ *صباح ⁩ الخير..*💭 💜,Positive,
